JID,Year,Injury,Drunk,Medical_Fee,Care_Fee,Work_Loss,Fault_Ratio,Verdict_Total,Mental_Damage,Injury_Level,Court_CDEV,Court_CHDV,Court_CHEV,Court_CLEV,Court_CPEV,Court_CSEV,Court_CTDM,Court_CTDV,Court_CYDV,Court_CYEV,Court_FSEV,Court_FYEV,Court_GSEV,Court_HLDV,Court_HLEV,Court_HLHM,Court_HLHV,Court_HUEV,Court_ILDV,Court_ILEV,Court_KLDV,Court_KMDM,Court_KMEV,Court_KSDM,Court_KSDV,Court_KSEV,Court_KSHM,Court_KSHV,Court_LTEV,Court_MKEM,Court_MKEV,Court_MLDV,Court_NHEV,Court_NTDV,Court_NTEV,Court_OLEV,Court_PCDV,Court_PCEV,Court_PDEV,Court_PHDM,Court_PHDV,Court_PKEV,Court_PTDV,Court_PTEV,Court_SCDV,Court_SDEV,Court_SJEV,Court_SLDV,Court_SLEV,Court_SSEV,Court_STEV,Court_SYEV,Court_TCDV,Court_TCEV,Court_TCHV,Court_TLEV,Court_TNDV,Court_TNEV,Court_TNHV,Court_TPDV,Court_TPEV,Court_TPHV,Court_TTEV,Court_TYDV,Court_TYEV,Court_ULDV,Medical_Fee_log,Care_Fee_log,Work_Loss_log,Mental_Damage_log
"CLEV,111,壢簡,1123,20230112,1",111,傷害,0,3360,0,0,0.0,178612,300000,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.119993827725105,0.0,0.0,12.611541086966115
"CLEV,111,壢簡,1364,20230117,1",111,死亡,0,298757,742487,0,0.0,3218855,2000000,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.607389160112005,13.51776198791223,0.0,14.508658238524095
"CLEV,111,壢簡,1600,20230131,1",111,傷害,0,18752,160800,0,0.0,15000,206555,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.839109018599922,11.987922854613139,0.0,12.238326841059505
"CLEV,111,壢簡,1661,20230112,2",111,傷害,0,1680,0,0,0.0,0,203036,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.427144133408616,0.0,0.0,12.221143507425346
"CLEV,111,壢簡,1702,20230112,1",111,傷害,0,133324,36000,0,0.0,26910,150000,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.800545035468803,10.491301994830229,0.0,11.918397239722838
"CLEV,111,壢簡,849,20230112,2",111,傷害,0,165610,87500,0,0.0,3562110,3000000,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.017396943848018,11.37940550085183,0.0,14.914123179965662
"PDEV,111,斗簡,312,20230118,1",111,傷害,0,293986,66740,294477,0.0,1753513,150000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.591290827656113,11.108574735711244,12.592959576397131,11.918397239722838
"PDEV,111,斗簡,358,20230116,1",111,傷害,0,79633,0,120000,0.0,710932,200000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.28519641631439,0.0,11.695255355062795,12.206077645517674
"PDEV,111,斗簡,398,20230118,1",111,傷害,0,0,0,0,0.0,370635,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.819798284210286
"PDEV,111,斗簡,414,20230110,1",111,傷害,0,65418,2000,72000,0.0,823178,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.088568015130239,7.601402334583733,11.184435286790631,11.51293546492023
"NTEV,111,投簡,463,20230112,1",111,傷害,0,47363,0,0,0.0,7056,500000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.765617725450847,0.0,0.0,13.122365377402328
"OLEV,111,員簡,240,20230118,1",111,傷害,0,68462,0,72000,0.0,173162,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.13404873233352,0.0,11.184435286790631,10.308985993422082
"OLEV,111,員簡,342,20230117,1",111,死亡,0,1650,0,0,0.0,150050,80000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.409136443920128,0.0,0.0,11.289794413577894
"CYEV,111,嘉簡,684,20230110,1",111,傷害,0,46869,75000,0,0.0,317367,100000,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.755133090916752,11.225256725762893,0.0,11.51293546492023
"CYEV,111,嘉簡,797,20230112,1",111,傷害,0,120000,0,0,0.0,170129,150000,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.695255355062795,0.0,0.0,11.918397239722838
"CYEV,111,嘉簡,850,20230111,1",111,傷害,0,92372,60000,0,0.0,706618,500000,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.433590007136551,11.002116507732017,0.0,13.122365377402328
"CYEV,111,嘉簡,959,20230112,1",111,傷害,1,0,0,0,0.0,62760,150000,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.918397239722838
"SLEV,111,士簡,1616,20230106,1",111,傷害,0,810,0,0,0.0,88989,120000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.698268054115413,0.0,0.0,11.695255355062795
"ILEV,111,宜簡,344,20230112,1",111,傷害,0,1780,72000,0,0.0,736701,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.484930283289661,11.184435286790631,0.0,9.90353755128617
"PTEV,110,屏簡,152,20230130,1",110,死亡,1,0,0,0,0.0,550000,3000000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,14.914123179965662
"PTEV,110,屏簡,488,20230104,1",110,傷害,0,299250,81600,0,0.0,1498185,800000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.609037965102189,11.309596795779068,0.0,13.592368256649284
"GSEV,110,岡簡,175,20230103,2",110,死亡,0,598741,200000,0,0.0,3741329,5000000,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.302586066448898,12.206077645517674,0.0,15.424948670398354
"GSEV,111,岡原簡,4,20230130,1",111,傷害,0,0,0,0,0.0,372157,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.289794413577894
"GSEV,111,岡簡,13,20230118,1",111,傷害,0,0,324000,412200,0.0,11119,500000,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,12.688501881189456,12.929266373442346,13.122365377402328
"GSEV,111,岡簡,291,20230112,1",111,傷害,0,0,0,0,0.0,50000,50000,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.819798284210286
"GSEV,111,岡簡,333,20230131,1",111,死亡,0,19186,130000,0,0.0,1858178,1200000,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.861988245358098,11.775297421715827,0.0,13.997832948091215
"GSEV,111,岡簡,443,20230130,1",111,傷害,0,0,77200,432000,0.0,931055,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,11.25416768929685,12.976183182038383,12.611541086966115
"GSEV,111,岡簡,486,20230112,1",111,傷害,0,3790,0,0,0.0,280000,20000,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.240385115516334,0.0,0.0,9.90353755128617
"CHEV,111,彰簡,194,20230110,2",111,傷害,0,279268,5000000,280895,0.0,288012,1000000,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.539930754008099,15.424948670398354,12.545739773047906,13.815511557963774
"CHEV,111,彰簡,419,20230103,2",111,傷害,0,14079,0,24000,0.0,117616,200000,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.552510629712033,0.0,10.085850775128717,12.206077645517674
"CHEV,111,彰簡,431,20230119,1",111,傷害,0,37544,54000,175275,0.0,340459,60000,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.533295492533984,10.896757843893464,12.074117153379104,11.002116507732017
"CHEV,111,彰簡,589,20230103,1",111,傷害,0,0,0,0,0.0,110316,100000,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.51293546492023
"CHEV,111,彰簡,601,20230105,1",111,傷害,0,0,0,0,0.0,205300,30000,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,10.308985993422082
"SSEV,111,新簡,329,20230131,1",111,傷害,0,4486,66000,36656,0.0,255556,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.408939605975984,11.097425172408931,10.509359684984632,11.51293546492023
"CSEV,111,旗簡,183,20230105,1",111,重傷,0,93721,470000,0,0.0,8213008,1500000,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.44808823255622,13.060490101343552,0.0,14.220976332738882
"CSEV,111,旗簡,194,20230105,1",111,傷害,0,151108,144000,0,0.0,1089998,700000,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.92575670969019,11.87757552297847,0.0,13.45883704259595
"PCEV,111,板小,3653,20230113,1",111,傷害,0,2005,0,0,0.0,47905,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.603897968521881,0.0,0.0,10.308985993422082
"PCEV,111,板簡,1137,20230105,2",111,傷害,0,0,76000,0,0.0,0,313453,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,11.23850177707664,0.0,12.655407897826626
"PCEV,111,板簡,1443,20230131,1",111,重傷,0,117108,326900,0,0.0,2012365,2000000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.67086040401928,12.697412651747085,0.0,14.508658238524095
"PCEV,111,板簡,1589,20230131,1",111,傷害,0,191575,0,25000,0.0,17509,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.163039875712753,0.0,10.12667110305036,10.308985993422082
"PCEV,111,板簡,1958,20230112,3",111,傷害,0,855,30000,0,0.0,2555,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.752270376141742,10.308985993422082,0.0,10.308985993422082
"PCEV,111,板簡,2197,20230113,1",111,傷害,0,246132,96000,179679,0.0,0,512870,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.413627319222229,11.472113887062386,12.09893276997227,13.147779630542736
"PCEV,111,板簡,2259,20230113,1",111,傷害,0,1390,0,120000,0.0,276860,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.237778191923443,0.0,11.695255355062795,11.51293546492023
"PCEV,111,板簡,2560,20230106,1",111,傷害,0,2000,0,156800,0.0,382100,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.601402334583733,0.0,11.962732764429129,11.51293546492023
"PCEV,111,板簡,2585,20230105,2",111,傷害,0,2816,0,2700,0.0,0,102884,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.943427767876373,0.0,7.901377353792616,11.541367138601531
"PCEV,111,板簡,2683,20230111,1",111,重傷,0,289836,3000,0,0.0,241055,5400000,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.577073974977164,8.006700845440367,0.0,15.501909696719672
"TYEV,111,桃原簡,89,20230116,1",111,傷害,0,110818,75000,75750,0.0,917363,654295,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11.615653518738686,11.225256725762893,11.235206924604611,13.391315127435506
"TYEV,111,桃小,2359,20230106,1",111,傷害,0,600,0,0,0.0,42663,10000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.398594934535208,0.0,0.0,9.210440366976517
"TYEV,111,桃簡,1076,20230118,1",111,傷害,0,0,0,90466,0.0,186526,160000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,11.412740422306387,11.982935344196433
"TYEV,111,桃簡,1174,20230106,2",111,死亡,0,678530,0,0,0.0,2178530,2500000,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13.427685446233246,0.0,0.0,14.731801689838349
"TYEV,111,桃簡,1537,20230113,1",111,傷害,0,0,0,0,0.0,183672,80000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,11.289794413577894
"TYEV,111,桃簡,1638,20230113,1",111,傷害,0,50000,105000,0,0.0,305929,800000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10.819798284210286,11.561725152903833,0.0,13.592368256649284
"TYEV,111,桃簡,1715,20230106,1",111,傷害,0,5126,0,96000,0.0,314554,300000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8.5422759717837,0.0,11.472113887062386,12.611541086966115
"TYEV,111,桃簡,1722,20230106,1",111,傷害,0,0,0,0,0.0,8717,36000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,10.491301994830229
"TYEV,111,桃簡,1960,20230113,1",111,傷害,0,0,0,0,0.0,143884,91000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,11.418625774449598
"CDEV,110,橋簡,1164,20230119,1",110,傷害,0,141200,75000,0,0.0,473040,120000,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.857939686169175,11.225256725762893,0.0,11.695255355062795
"CDEV,111,橋簡,738,20230113,1",111,傷害,0,30000,0,194682,0.0,540082,300000,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.308985993422082,0.0,12.17912787373209,12.611541086966115
"CDEV,111,橋簡,761,20230119,1",111,死亡,0,196250,0,0,0.0,0,1350000,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.187149731173074,0.0,0.0,14.115615891155079
"CDEV,111,橋簡,84,20230112,2",111,傷害,0,0,108000,0,0.0,623540,200000,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,11.58989576532275,0.0,12.206077645517674
"SDEV,111,沙小,840,20230103,1",111,傷害,0,0,0,0,0.0,27232,11950,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,9.388570235866881
"SDEV,111,沙簡,634,20230119,1",111,傷害,0,0,0,0,0.0,84315,100000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.51293546492023
"CCEV,111,潮簡,661,20230119,1",111,傷害,0,0,0,198000,0.0,438980,30000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,12.19602736016897,10.308985993422082
"CCEV,111,潮簡,795,20230119,1",111,傷害,0,0,0,0,0.0,0,70000,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,11.156264806643742
"CPEV,111,竹北簡,338,20230131,1",111,重傷,0,104112,161000,0,0.0,3662684,300000,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.553232126729363,11.989165855127435,0.0,12.611541086966115
